symbol,Price,Trailing P/E,Forward P/E,Price/Sales (ttm),Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Date,Forward Price/Sales
SP500 Equity Real Estate Investment Mean ,156.986071428571,66.8382142857143,37.1510714285714,10.3985714285714,4.88142857142857,9.98821428571428,178.550714285714,6.68535714285714,164.595714285714,62.3525,13.0225,2.94857142857143,5.61535714285714,25.6289285714286,0.168928571428571,0.0,1783890714.28571,28.6428571428571,28.1321428571429,58.9814285714286,3312324642.85714,32433571428.5714,42301071428.5714,14.0092857142857,20.3853571428571,2022-02-05,0.0
SP500 Equity Real Estate Investment Mean ,150.271785714286,72.5867857142857,48.6092857142857,11.5867857142857,5.04821428571429,13.5064285714286,515.413214285714,6.51035714285714,164.995714285714,59.9339285714286,12.9410714285714,2.91357142857143,3.83571428571428,29.6010714285714,0.17,0.0,1774070357.14286,28.5182142857143,28.2435714285714,58.4942857142857,3295896071.39286,34967500000.0,45834999999.9286,15.5910714285714,23.6857142857143,2022-01-29,0.0
SP500 Equity Real Estate Investment Mean ,156.388571428571,74.6253571428571,56.6657142857143,11.7439285714286,5.23071428571429,15.6057142857143,515.633571428571,6.47678571428571,164.5975,57.6103571428571,12.9603571428571,2.90142857142857,3.62428571428571,27.6510714285714,0.170714285714286,0.0,1765097500.0,28.4121428571429,28.3489285714286,57.9375,3287681785.67857,36403571428.5714,47059285714.2143,15.5207142857143,24.0321428571429,2022-01-22,0.0
SP500 Equity Real Estate Investment Mean,162.9425,68.7817857142857,51.4317857142857,10.1935714285714,4.61928571428571,17.7896428571429,515.633571428571,6.4925,164.626785714286,57.6103571428571,12.8671428571429,2.89321428571429,3.49428571428571,25.4553571428571,0.170357142857143,0,1757240357.14286,28.3132142857143,27.7521428571429,57.8210714285714,3278753214.25,28447500000,37803928571.3929,13.91,21.0878571428571,2022-01-15 00:00:00,0.0
SP500 Equity Real Estate Investment Mean,165.997857142857,72.0935714285714,52.2396428571428,11.0525,5.12071428571429,18.3560714285714,515.633571428571,6.4925,164.626785714286,57.6103571428571,12.8671428571429,2.89321428571429,3.49428571428571,27.6717857142857,0.170357142857143,0,1757240357.14286,28.3132142857143,27.7521428571429,57.8210714285714,3278753214.25,34652142857.1429,44819642857.0714,14.8503571428571,23.1192857142857,2022-01-08 00:00:00,0.0
SP500 Equity Real Estate Investment Mean,173.1675,71.5053571428571,53.0482142857143,11.0553571428571,5.04392857142857,18.9664285714286,515.633571428571,6.48964285714286,165.044285714286,57.6103571428571,12.4625,2.88642857142857,3.49428571428571,26.0646428571429,0.169642857142857,0,1754150000,28.2275,25.9721428571429,57.9453571428571,3268038928.53571,33989285714.2857,44135357142.7857,14.8592857142857,22.5775,2022-01-01 00:00:00,0.0
SP500 Equity Real Estate Investment Mean,168.602857142857,49.3203571428571,44.5967857142857,10.5767857142857,4.87785714285714,18.0632142857143,515.633571428571,6.47571428571428,164.617857142857,57.6103571428571,12.7985714285714,2.89142857142857,3.49428571428571,25.0267857142857,0.170357142857143,0,1749221428.57143,28.2989285714286,27.3610714285714,58.0085714285714,3273753214.25,33250000000,42895357142.7857,13.7757142857143,20.5885714285714,2021-12-23 00:00:00,0.0
SP500 Equity Real Estate Investment Mean ,167.574285714286,75.5278571428571,58.5096428571429,12.1932142857143,5.36392857142857,18.9046428571428,515.633571428571,6.4925,164.626785714286,57.6103571428571,12.8671428571429,2.89178571428572,3.49428571428571,29.8782142857143,0.170357142857143,0.0,1757097500.0,28.2910714285714,27.7425,57.8042857142857,3278753214.25,37183571428.5714,48050714285.6429,16.2339285714286,24.6964285714286,2021-12-18,0.0
SP500 Equity Real Estate Investment Mean ,163.543214285714,65.5646428571429,58.0885714285714,12.1239285714286,5.31928571428571,17.9021428571429,515.633571428571,6.4925,164.626785714286,57.6103571428571,12.8671428571429,2.89178571428572,3.49428571428571,29.8403571428572,0.170357142857143,0.0,1757097500.0,28.2910714285714,27.7425,57.8042857142857,3278753214.25,36949642857.1071,47809642857.0714,16.1714285714286,24.5639285714286,2021-12-11,0.0
SP500 Equity Real Estate Investment Mean ,161.012142857143,74.4546428571429,57.3971428571429,11.9128571428571,5.12642857142857,8.03928571428571,515.842857142857,0.628571428571428,27.1325,57.6103571428571,2.01928571428571,1.09178571428571,3.49428571428571,31.0014285714286,0.0660714285714286,0.0,544938571.428571,8.25964285714286,6.04321428571429,54.9255555555555,1179642857.14286,35997499999.9643,46863571428.5357,15.7860714285714,24.0989285714286,2021-12-04,0.0
