symbol,Price,Price/Sales (ttm),Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Trailing P/E,Forward P/E,Date,Forward Price/Sales
SP500 ElecEquip Instr Comps Mean ,206.502857142857,4.31857142857143,5.71285714285714,22.9971428571429,1.90571428571429,2.70571428571429,119.202857142857,37.0757142857143,32.9457142857143,8.57428571428572,11.1885714285714,17.8528571428571,0.957142857142857,6.19142857142857,2044432857.14286,18.01,14.0857142857143,34.2514285714286,10148571428.5714,33907142857.1429,36204285714.1429,4.27,19.72,33.69,21.8657142857143,2021-11-29,0.0
SP500 ElecEquip Instr Comps Mean ,206.93,4.63,10.3371428571429,23.0842857142857,1.90571428571429,2.74285714285714,119.291428571429,37.1142857142857,32.6728571428571,8.51,11.2685714285714,17.29,0.955714285714286,6.18142857142857,2041575714.28571,17.89,13.9342857142857,32.7942857142857,10138571428.5714,34477142857.1429,36761428571.4286,4.59857142857143,20.2571428571429,34.7671428571429,25.7585714285714,2021-11-20,0.0
SP500 ElecEquip Instr Comps Mean ,201.601428571429,4.50142857142857,10.0071428571428,22.5942857142857,1.90714285714286,2.74285714285714,119.291428571429,36.5814285714286,32.6728571428571,8.51,11.2171428571429,17.7028571428571,0.955714285714286,6.18142857142857,2041575714.28571,17.89,13.9342857142857,32.7942857142857,10138571428.5714,33632857142.8571,35915714285.7143,4.47142857142857,19.7028571428571,33.8928571428572,25.0914285714286,2021-11-13,0.0
SP500 ElecEquip Instr Comps Mean ,201.171428571428,1.90285714285714,6.79142857142857,22.3671428571429,2.00571428571428,2.74714285714286,119.084285714286,36.4157142857143,31.99,8.42714285714286,8.95142857142857,3.85285714285714,0.957142857142857,6.18,2007290000.0,17.7557142857143,13.4571428571429,31.8214285714286,10060000000.0,15417142857.1429,16572857142.8571,1.93142857142857,9.31571428571428,14.61,11.25,2021-11-06,0.0
SP500 ElecEquip Instr Comps Mean ,187.461428571429,4.09428571428571,5.33714285714286,22.0928571428571,1.99857142857143,2.90428571428571,101.708571428571,36.7714285714286,30.4757142857143,8.35857142857143,8.93857142857143,17.9871428571429,0.937142857142857,6.18,1995295714.28571,17.6042857142857,13.0257142857143,32.4328571428572,9930000000.0,27465714285.7143,29022857142.8571,4.03428571428571,16.3414285714286,29.3271428571429,20.1685714285714,2021-10-30,0.0
SP500 ElecEquip Instr Comps Mean ,190.194285714286,4.31285714285714,8.72,22.5942857142857,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,18.0785714285714,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,31464285714.1429,33694285714.2857,4.33285714285714,19.32,34.1757142857143,23.0885714285714,2021-10-23,0.0
SP500 ElecEquip Instr Comps Mean ,182.974285714286,4.17142857142857,8.47571428571429,21.7914285714286,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,18.7142857142857,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,30334285714.1429,32565714285.7143,4.16857142857143,18.5585714285714,33.1142857142857,22.4271428571429,2021-10-15,0.0
SP500 ElecEquip Instr Comps Mean ,180.327142857143,4.17285714285714,8.67571428571429,21.46,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,18.8142857142857,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,30484285714.2857,32711428571.4286,4.17,18.6628571428571,33.2614285714286,22.51,2021-10-09,0.0
SP500 ElecEquip Instr Comps Mean ,181.01,4.43571428571429,9.13571428571429,21.3214285714286,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,17.8928571428571,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,31709999999.8571,33940000000.0,4.42857142857143,19.7342857142857,35.1457142857143,23.6157142857143,2021-10-02,0.0
SP500 ElecEquip Instr Comps Mean ,192.455714285714,4.43571428571429,9.13571428571429,22.55,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,17.8928571428571,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,31709999999.8571,33940000000.0,4.42857142857143,19.7342857142857,35.1457142857143,23.6157142857143,2021-09-25,0.0
SP500 ElecEquip Instr Comps Mean ,198.528571428571,4.15857142857143,9.19857142857143,22.99,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,12.43,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,27407142857.0,34322857142.8571,4.06857142857143,19.9671428571429,30.5271428571429,23.9071428571429,2021-09-18,0.0
SP500 ElecEquip Instr Comps Mean ,198.807142857143,4.32285714285714,8.24571428571429,23.0642857142857,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,17.5385714285714,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,32345714285.7143,23128571428.5714,4.52714285714286,17.06,35.9428571428571,20.4357142857143,2021-09-11,0.0
SP500 ElecEquip Instr Comps Mean ,201.811428571429,4.57714285714286,9.51428571428572,23.3957142857143,1.99857142857143,2.85428571428571,103.52,36.7714285714286,30.6114285714286,8.32285714285714,8.93857142857143,17.22,0.927142857142857,6.18,1958152857.14286,17.5485714285714,13.1542857142857,32.8157142857143,9770000000.0,32977142857.1429,35204285714.2857,4.57285714285714,20.4214285714286,36.3985714285714,18.7642857142857,2021-09-04,0.0
SP500 ElecEquip Instr Comps Mean ,198.381428571429,4.53,9.37285714285714,23.02,1.95857142857143,2.85428571428571,103.52,36.9528571428571,30.6114285714286,8.32,8.99285714285714,17.2185714285714,0.927142857142857,6.18,1956724285.71429,17.5428571428571,13.1542857142857,32.8157142857143,9770000000.0,32597142857.1429,34828571428.4286,4.52,20.1685714285714,36.0642857142857,27.0385714285714,2021-08-28,0.0
SP500 ElecEquip Instr Comps Mean ,193.42,4.42857142857143,9.18857142857143,22.52,1.95857142857143,2.85428571428571,103.52,36.9528571428571,30.6114285714286,8.32,8.99285714285714,17.3728571428571,0.927142857142857,6.18,1956724285.71429,17.5428571428571,13.1542857142857,32.8157142857143,9770000000.0,32171428571.4286,34401428571.4286,4.42285714285714,19.77,35.4428571428571,26.5614285714286,2021-08-21,0.0
SP500 ElecEquip Instr Comps Mean ,195.434285714286,4.49428571428571,9.31857142857143,22.8757142857143,1.95285714285714,2.81142857142857,103.982857142857,37.2757142857143,30.5142857142857,8.24571428571429,8.92428571428571,17.3114285714286,0.922857142857143,6.18,1945295714.28571,17.3985714285714,13.0371428571429,33.2,9735714285.71428,32270000000.0,34524285714.2857,4.48857142857143,20.0471428571429,36.1614285714286,26.45,2021-08-14,0.0
SP500 ElecEquip Instr Comps Mean ,196.135714285714,4.56,9.21285714285714,23.0828571428571,2.1,2.81142857142857,103.982857142857,37.3528571428571,30.5142857142857,8.24571428571429,9.07142857142857,16.9585714285714,0.922857142857143,6.18,1945295714.28571,17.3985714285714,13.0371428571429,33.2,9735714285.71428,32112857142.8571,34367142857.0,4.55571428571429,20.7671428571429,36.43,26.69,2021-08-07,0.0
SP500 ElecEquip Instr Comps Mean ,195.312857142857,4.80714285714286,8.89142857142857,23.4585714285714,2.18285714285714,2.98714285714286,98.2857142857143,37.0371428571428,28.95,7.93142857142857,9.23428571428571,16.3857142857143,0.895714285714286,6.18,1920032857.14286,17.0385714285714,12.6171428571429,34.09,9554285714.28572,31897142857.1429,34138571428.5714,4.81428571428571,21.4942857142857,39.6171428571429,27.1242857142857,2021-07-31,0.0
SP500 ElecEquip Instr Comps Mean ,193.612857142857,4.87,8.88571428571428,23.7214285714286,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.1285714285714,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,31271428571.4286,33581428571.4286,4.89571428571429,22.3242857142857,40.7871428571428,26.78,2021-07-27,0.0
SP500 ElecEquip Instr Comps Mean ,186.961428571429,4.72428571428571,8.59714285714286,23.0357142857143,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.6814285714286,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,30275714285.7143,32585714285.7143,4.75,21.6571428571429,39.5285714285714,25.93,2021-07-17,0.0
SP500 ElecEquip Instr Comps Mean ,188.054285714286,4.73571428571429,8.69571428571428,22.9157142857143,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.5328571428571,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,30770000000.0,33078571428.5714,4.76285714285714,21.8085714285714,39.78,26.1528571428571,2021-07-09,0.0
SP500 ElecEquip Instr Comps Mean ,188.307142857143,4.73571428571429,8.61,23.1171428571429,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.4885714285714,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,30440000000.0,32750000000.0,4.76285714285714,21.7171428571428,39.6957142857143,26.1214285714286,2021-07-03,0.0
SP500 ElecEquip Instr Comps Mean ,183.824285714286,4.65428571428571,8.40857142857143,22.7657142857143,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.7185714285714,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,29851428571.4286,32160000000.0,4.68142857142857,21.3028571428571,38.9928571428571,26.1642857142857,2021-06-26,0.0
SP500 ElecEquip Instr Comps Mean ,181.47,4.61428571428571,8.37857142857143,22.4714285714286,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.91,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,29747142857.0,32055714285.7143,4.64857142857143,21.2042857142857,38.7114285714286,25.94,2021-06-19,0.0
SP500 ElecEquip Instr Comps Mean ,182.634285714286,4.15571428571429,8.38571428571428,22.6728571428571,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.4985714285714,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,30161428571.4286,25672857142.8571,4.67857142857143,21.3114285714286,39.0928571428571,26.1571428571429,2021-06-11,0.0
SP500 ElecEquip Instr Comps Mean ,180.81,4.67857142857143,8.36857142857143,22.4357142857143,2.23857142857143,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.49,9.16714285714286,17.3442857142857,0.874285714285714,6.18,1761461428.57143,16.4414285714286,11.6157142857143,35.0771428571429,9138571428.57143,30315714285.7143,32625714285.7143,4.70714285714286,21.3871428571429,39.2757142857143,26.2871428571429,2021-06-05,0.0
SP500 ElecEquip Instr Comps Mean ,179.715714285714,4.59142857142857,8.28571428571429,22.3657142857143,2.23714285714286,3.10142857142857,97.6585714285714,36.63,27.2571428571429,7.48142857142857,9.16714285714286,17.5228571428571,0.874285714285714,6.18,1761461428.57143,16.4228571428571,11.6157142857143,35.0771428571429,9138571428.57143,29902857142.8571,32214285714.2857,4.62,21.0714285714286,38.7242857142857,26.3785714285714,2021-05-29,0.0
SP500 ElecEquip Instr Comps Mean ,178.502857142857,4.58285714285714,8.21714285714286,22.2185714285714,2.23857142857143,3.10142857142857,97.6585714285714,36.7142857142857,27.2571428571429,7.48142857142857,9.18428571428571,17.57,0.874285714285714,6.18,1761461428.57143,16.4228571428571,11.6157142857143,35.0771428571429,9138571428.57143,29671428571.4286,31994285714.2857,4.56142857142857,20.8028571428571,39.1442857142857,26.0228571428571,2021-05-22,0.0
SP500 ElecEquip Instr Comps Mean ,158.30625,4.40375,7.55625,22.47375,2.145,3.1225,90.39875,35.72875,25.03625,7.32625,9.1875,18.675,0.835,5.69125,1584441250.0,16.575,11.50375,37.30125,8198750000.0,26735000000.0,28820000000.0,4.46875,20.36625,37.6025,25.40625,2021-05-14,0.0
SP500 ElecEquip Instr Comps Mean ,161.445,4.50375,7.50375,22.8125,2.145,3.09875,90.57375,35.6,24.81875,7.3125,9.2875,18.235,0.83375,5.69125,1592761250.0,16.57,11.365,37.365,8196250000.0,27140000000.0,29192500000.0,4.56375,20.77125,38.75,26.2775,2021-05-08,0.0
SP500 ElecEquip Instr Comps Mean ,171.4325,4.95125,8.04375,24.94375,2.12375,3.045,88.26125,36.34125,22.07125,6.8825,9.35,17.88,0.80875,5.69125,1539865000.0,15.91875,10.8525,38.40875,8027500000.0,27702500000.0,29696249999.875,4.965,23.29125,44.5175,28.47625,2021-05-01,0.0
SP500 ElecEquip Instr Comps Mean ,167.49625,4.8875,7.92625,24.73375,2.1225,3.02125,89.07375,35.64875,21.3875,6.76125,9.33625,18.21375,0.805,5.69125,1489865000.0,15.605,10.1825,38.7325,7915000000.0,27315000000.0,29467500000.0,4.925,23.635,104.52375,28.1,2021-04-23,0.0
SP500 ElecEquip Instr Comps Mean ,169.32375,4.90875,7.75875,24.93125,2.1225,3.03625,88.815,35.64875,20.11625,6.71,9.33625,18.3325,0.80125,5.69125,1471115000.0,15.55125,9.2675,38.88625,7847500000.0,26910000000.0,29063750000.0,4.9625,25.6425,103.22875,28.00625,2021-04-10,0.0
SP500 ElecEquip Instr Comps Mean ,162.54125,4.68375,7.54,23.9775,2.1225,3.03625,88.815,35.64875,20.11625,6.71,9.33625,19.12,0.80125,5.69125,1471115000.0,15.55125,9.2675,38.88625,7847500000.0,26140000000.0,28295000000.0,4.74,24.675,99.77625,26.86,2021-04-02,0.0
SP500 ElecEquip Instr Comps Mean ,155.95125,4.515,7.1975,23.11875,2.1225,3.03625,88.815,35.64875,20.11625,6.71,9.33625,19.99,0.80125,5.69125,1471115000.0,15.55125,9.2675,38.88625,7847500000.0,24907500000.0,27061250000.0,4.57375,23.7825,96.12625,25.79875,2021-03-27,0.0
SP500 ElecEquip Instr Comps Mean ,157.28,4.635,7.395,23.36875,2.1225,3.03625,88.815,35.64875,20.11625,6.71,9.33625,19.9375,0.80125,5.69125,1471115000.0,15.55125,9.2675,38.88625,7847500000.0,25432500000.0,27590000000.0,4.665,24.39375,100.92,26.67,2021-03-20,0.0
SP500 ElecEquip Instr Comps Mean ,160.1925,4.6475,7.39,23.485,2.1225,3.03625,88.815,35.64875,20.11625,6.71,9.33625,19.59,0.80125,5.69125,1471115000.0,15.55125,9.2675,38.88625,7847500000.0,25603750000.0,27758750000.0,4.70625,24.51625,100.5625,26.51625,2021-03-13,0.0
SP500 ElecEquip Instr Comps Mean ,156.03625,4.66625,7.3425,22.6425,2.12125,3.03625,88.815,35.36375,20.11625,6.71,7.31,19.89125,0.80125,5.65875,1471115000.0,15.55125,9.2675,38.88625,7847500000.0,25223750000.0,27377500000.0,4.68,24.34875,100.2075,26.79125,2021-03-05,0.0
SP500 ElecEquip Instr Comps Mean ,169.57125,4.78875,7.5875,23.66375,4.675,3.00125,89.17,35.09125,19.64625,6.6175,-120.10625,19.315,0.71375,5.63125,1469763750.0,15.355,8.80625,38.9075,7843750000.0,25883750000.0,27975000000.0,4.8425,26.1425,103.25375,27.55875,2021-02-26,0.0
SP500 ElecEquip Instr Comps Mean ,170.91125,4.99,7.67875,24.55125,2.0775,2.995,89.45,35.79375,19.7475,6.63875,9.4625,18.94125,0.58125,6.4275,1467263750.0,15.375,8.81625,39.06375,7832499999.875,26040000000.0,28155000000.0,4.9925,26.51875,109.03125,29.085,2021-02-20,0.0
SP500 ElecEquip Instr Comps Mean ,172.3325,4.985,7.6625,24.07125,2.0775,3.005,92.77375,35.79375,19.4925,6.58875,9.19375,19.16125,0.58125,6.42125,1463485000.0,15.21125,8.285,39.95875,7828749999.875,25925000000.0,27955000000.0,5.03,26.67625,107.34125,28.8375,2021-02-14,0.0
SP500 ElecEquip Instr Comps Mean ,160.20875,4.58625,7.08,23.9775,2.0775,3.0,94.32,35.79375,19.3275,6.5325,8.94875,20.0675,0.57625,6.33125,1447735000.0,15.14,8.2125,40.33625,7761249999.875,24165000000.0,26336250000.0,4.65,24.4075,104.55125,26.52125,2021-02-05,0.0
SP500 ElecEquip Instr Comps Mean ,154.58125,4.58375,7.27625,23.22375,2.0775,3.0,94.32,35.79375,19.3275,6.5325,8.94875,20.18125,0.57625,6.33125,1447735000.0,15.14,8.2125,40.33625,7761249999.875,23850000000.0,26165000000.0,4.7375,24.62125,111.49125,27.275,2021-01-30,0.0
SP500 ElecEquip Instr Comps Mean ,162.24,4.8725,7.42625,24.51875,2.05375,2.98,96.61375,36.61625,19.465,6.34375,9.01875,18.8375,0.57875,6.36125,1345235000.0,14.41,8.12,40.78,7614999999.875,24947500000.0,27290000000.0,4.94,25.76375,64.37875,28.11,2021-01-22,0.0
SP500 ElecEquip Instr Comps Mean ,162.01375,4.85875,7.415,24.42625,2.05375,2.98,96.61375,36.61625,19.465,6.34375,9.01875,18.98125,0.57875,6.36125,1345235000.0,14.41,8.12,40.78,7614999999.875,24803750000.0,27147500000.0,4.9275,25.715,63.95,28.02125,2021-01-16,0.0
SP500 ElecEquip Instr Comps Mean ,158.835,4.68625,7.17125,23.8425,2.05375,2.98,96.61375,36.61625,19.465,6.34375,9.01875,19.41125,0.57875,6.36125,1345235000.0,14.41,8.12,40.78,7614999999.875,24551250000.0,26898750000.0,4.8575,25.33625,61.43625,27.245,2021-01-09,0.0
SP500 ElecEquip Instr Comps Mean ,149.8325,4.49125,6.9975,22.3325,2.05375,2.98,96.61375,36.61625,19.465,6.34375,9.01875,20.495,0.57875,6.36125,1345235000.0,14.41,8.12,40.78,7614999999.875,23531250000.0,25877500000.0,4.56375,23.96,60.005,26.1975,2021-01-02,0.0
SP500 ElecEquip Instr Comps Mean ,148.64625,4.45125,6.9775,22.20625,2.05375,2.98,96.5975,36.61625,19.465,6.34375,9.01875,20.5475,0.57875,6.36125,1345235000.0,14.41,8.12,40.78,7614999999.875,23372500000.0,25717500000.0,4.5275,23.7875,59.735,26.01125,2020-12-26,0.0
SP500 ElecEquip Instr Comps Mean ,147.6525,4.38,6.88625,21.99375,2.05375,2.98,96.5975,36.61625,19.465,6.34375,9.01875,20.89875,0.57875,6.36125,1345235000.0,14.41,8.12,40.78,7614999999.875,23181250000.0,25523750000.0,4.45375,23.4125,59.23625,25.6225,2020-12-19,0.0
SP500 ElecEquip Instr Comps Mean ,145.94375,4.375,6.8575,21.74375,2.0525,2.98,96.5975,36.61625,19.465,6.33,9.01875,20.8175,0.57875,6.36125,1343985000.0,14.37375,8.12,40.78,7614999999.875,23235000000.0,25580000000.0,4.41125,23.31875,58.6975,25.5725,2020-12-12,0.0
SP500 ElecEquip Instr Comps Mean ,145.0675,4.35625,6.89125,21.57875,2.0525,2.98,96.5975,36.61625,19.465,6.33,9.01875,20.79875,0.57875,6.36125,1343985000.0,14.37375,8.12,40.78,7614999999.875,23276250000.0,25622500000.0,4.42875,23.36875,59.54125,25.74125,2020-12-07,0.0
SP500 ElecEquip Instr Comps Mean ,114.5875,3.6075,6.1375,16.59625,1.68375,2.99,101.85625,0.37125,20.45625,6.45125,7.93125,23.75125,0.86,9.38625,1334083750.0,14.36,8.08125,41.69125,7591250000.0,19276250000.0,21607500000.0,3.6775,19.33,63.13125,23.25375,2020-09-05,0.0
SP500 ElecEquip Instr Comps Mean ,114.66625,3.54375,6.00625,16.77,1.68375,2.99,101.85625,0.37125,20.45625,6.45125,7.93125,23.97625,0.86,9.38625,1334083750.0,14.36,8.08125,41.69125,7591250000.0,19148749999.875,21482500000.0,3.615,19.0925,61.75,21.7675,2020-09-21,0.0
SP500 ElecEquip Instr Comps Mean ,110.6075,3.40875,5.7875,16.1175,1.68375,2.99,101.85625,0.37125,20.45625,6.4725,7.93125,25.14625,0.86,9.38625,1344083750.0,14.4475,8.08125,41.69125,7591250000.0,18248750000.0,20578750000.0,3.4825,18.3575,58.96375,20.75125,2020-09-27,0.0
SP500 ElecEquip Instr Comps Mean ,116.09625,3.4575,5.8225,16.90625,1.68375,2.99,101.85625,0.37125,20.45625,6.4725,7.93125,24.88125,0.86,9.38625,1344083750.0,14.4475,8.08125,41.69125,7591250000.0,18438749999.875,20768750000.0,3.53125,18.605,59.30625,21.025,2020-10-03,0.0
SP500 ElecEquip Instr Comps Mean ,112.662222222222,3.56888888888889,6.09222222222222,16.8522222222222,1.57111111111111,2.78888888888889,90.8555555555556,0.33,18.1833333333333,5.75333333333333,7.06777777777778,449.607777777778,0.764444444444444,8.34333333333333,1261707777.77778,15.0666666666667,8.51333333333333,42.1444444444445,7036666666.66667,18653333333.3333,20731111111.0,3.40777777777778,18.01,60.2344444444445,20.4833333333333,2020-10-11,0.0
SP500 ElecEquip Instr Comps Mean ,114.494444444444,3.59111111111111,6.17888888888889,16.9744444444444,1.57111111111111,2.78888888888889,90.8555555555556,0.33,18.1833333333333,5.75333333333333,7.06777777777778,487.663333333333,0.764444444444444,8.34333333333333,1261707777.77778,15.0666666666667,8.51333333333333,42.1444444444445,7036666666.66667,18818888888.8889,20894444444.4444,3.64888888888889,19.0922222222222,60.5555555555556,22.05,2020-10-17,0.0
SP500 ElecEquip Instr Comps Mean ,117.962222222222,3.69111111111111,6.21888888888889,17.4222222222222,1.55333333333333,2.75333333333333,90.4411111111111,0.327777777777778,18.2511111111111,5.76555555555555,7.13666666666667,478.677777777778,0.766666666666667,8.36222222222222,1268374444.44444,15.0944444444445,8.56222222222222,42.0488888888889,7061111111.11111,19127777777.7778,21194444444.4444,3.75555555555556,19.4777777777778,61.7255555555556,22.6344444444444,2020-10-24,0.0
SP500 ElecEquip Instr Comps Mean ,112.054444444444,3.55222222222222,5.88444444444444,17.2866666666667,1.87222222222222,2.81444444444444,88.1144444444444,0.326666666666667,18.37,5.58,8.36777777777778,484.871111111111,0.517777777777778,5.72222222222222,1185620000.0,14.4055555555556,8.58222222222222,41.4811111111111,7063333333.33333,18011111111.0,19945555555.4444,3.62111111111111,18.7988888888889,46.4833333333333,21.4522222222222,2020-10-31,0.0
