symbol,Price,Trailing P/E,Forward P/E,Price/Sales (ttm),Forward Price/Sales,Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Date
S&P 500 Aerospace & Defense Mean,292.381818181818,24.6627272727273,56.5327272727273,2.62636363636364,2.39909090909091,3.40818181818182,19.4618181818182,1.02454545454545,1.69363636363636,66.9881818181818,57.2854545454545,16.0718181818182,5.17909090909091,6.03636363636364,25.1136363636364,0.685454545454546,13.2290909090909,4131818181.81818,14.0827272727273,8.05545454545454,23.3009090909091,30273636363.4545,61234545454.5455,73752727272.7273,3.16818181818182,-15.5663636363636,2023-02-17 00:00:00
S&P 500 Aerospace & Defense Mean,290.05,11.9863636363636,14.2136363636364,1.33,2.39454545454545,2.36272727272727,20.5336363636364,1.01090909090909,1.69,69.5909090909091,57.6827272727273,16.3554545454545,5.19,6.10909090909091,17.0709090909091,0.682727272727273,13.2290909090909,4130909090.90909,14.1427272727273,8.03363636363636,23.0954545454546,30239999999.8182,48421818181.8182,55207272727.2727,1.56818181818182,-0.221818181818181,2023-02-11 00:00:00
S&P 500 Aerospace & Defense Mean,284.303636363636,15.5890909090909,12.1636363636364,1.89727272727273,2.37181818181818,2.05454545454545,20.5827272727273,1.01090909090909,1.66727272727273,68.7554545454545,57.8245454545455,16.3554545454545,5.11454545454545,6.08454545454545,13.6118181818182,0.681818181818182,13.2290909090909,4091818181.81818,13.9818181818182,7.98090909090909,22.7236363636364,30221818181.6364,46876363636.3636,58073636363.5455,2.34636363636364,1.17727272727273,2023-02-04 00:00:00
S&P 500 Aerospace & Defense Mean,300.79,23.485,18.30625,2.7325,2.5375,3.06875,19.215,1.05625,1.77875,52.7925,61.2625,13.81625,4.42125,6.93625,23.9275,0.6375,6.48875,4085125000,13.47125,7.61875,23.42,34983749999.75,66271250000,81876249999.875,3.37875,2.895,2023-01-29 00:00:00
S&P 500 Aerospace & Defense Mean,271.78,24.5827272727273,23.6390909090909,2.55818181818182,2.33363636363636,3.21,35.0909090909091,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,24.6009090909091,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,59545454545.3636,72401818181.8182,3.14,10.4445454545455,2023-01-20 00:00:00
S&P 500 Aerospace & Defense Mean,286.28,25.3509090909091,24.3672727272727,2.63909090909091,2.45090909090909,3.36,36.7745454545455,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.6318181818182,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,62202727272.6364,75060000000,3.21818181818182,10.7845454545454,2023-01-13 00:00:00
S&P 500 Aerospace & Defense Mean,284.858181818182,25.0072727272727,23.57,2.57090909090909,2.40727272727273,3.41090909090909,35.9809090909091,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.6136363636364,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,62056363636.3636,74912727272.7273,3.17,10.8418181818182,2023-01-06 00:00:00
S&P 500 Aerospace & Defense Mean,285.664545454545,24.67,23.2981818181818,2.53636363636364,2.40181818181818,3.38,34.9881818181818,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.7527272727273,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,60669090909,73526363636.3636,3.12090909090909,10.8727272727273,2022-12-31 00:00:00
S&P 500 Aerospace & Defense Mean,281.711818181818,24.6827272727273,23.3072727272727,2.53363636363636,2.37090909090909,3.38909090909091,34.6072727272727,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.7327272727273,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,60833636363.4545,73690000000,3.12,10.8809090909091,2022-12-26 00:00:00
S&P 500 Aerospace & Defense Mean,282.24,24.6054545454545,23.0672727272727,2.51545454545455,2.37181818181818,3.36454545454546,34.3627272727273,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.5545454545455,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,60131818181.7273,72989090909.0909,3.10181818181818,10.9009090909091,2022-12-19 00:00:00
S&P 500 Aerospace & Defense Mean,285.597272727273,25.3418181818182,21.41,2.58545454545455,2.39090909090909,3.44181818181818,34.3190909090909,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,22.7345454545455,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,61058181818.0909,73915454545.3636,3.16818181818182,11.2681818181818,2022-12-10 00:00:00
S&P 500 Aerospace & Defense Mean,287.989090909091,47.9527272727273,20.91,3.50181818181818,2.41636363636364,3.40181818181818,34.3009090909091,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.0363636363636,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,59924545454.4545,72781818181.8182,3.12727272727273,11.2472727272727,2022-12-03 00:00:00
S&P 500 Aerospace & Defense Mean,286.191818181818,21.6645454545455,19.6545454545455,2.07090909090909,2.40454545454546,3.39,34.0436363636364,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.1927272727273,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,60050909090.9091,72908181818.1818,3.15272727272727,11.2427272727273,2022-11-26 00:00:00
S&P 500 Aerospace & Defense Mean,278.515454545454,24.4481818181818,20.5409090909091,2.49454545454545,2.32181818181818,3.33181818181818,33.2745454545455,1.00363636363636,1.65090909090909,64.7745454545455,58.5245454545455,17.0718181818182,5.13,6.30090909090909,23.6736363636364,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,23.3727272727273,29311818181.7273,58909090909.0909,71766363636.2727,3.08090909090909,10.9645454545454,2022-11-19 00:00:00
S&P 500 Aerospace & Defense Mean,291.29,25.4836363636364,21.0136363636364,2.62,2.42545454545454,3.43545454545455,31.2809090909091,1.11090909090909,1.29090909090909,64.7745454545455,57.8572727272727,17.0718181818182,4.45727272727273,6.26090909090909,23.6281818181818,0.669090909090909,13.2290909090909,3839090909.09091,13.7309090909091,7.50818181818182,18.1663636363636,29311818181.7273,60696363636.3636,73489090909.0909,3.15181818181818,11.36,2022-11-12 00:00:00
S&P 500 Aerospace & Defense Mean,276.925454545455,24.6472727272727,18.9036363636364,2.50272727272727,2.32727272727273,3.39,25.5581818181818,1.11090909090909,1.54636363636364,53.2863636363636,57.8572727272727,16.0381818181818,4.57818181818182,6.26090909090909,23.7818181818182,0.62,13.2290909090909,3712727272.72727,12.0890909090909,6.76818181818182,20.3145454545454,28770909090.8182,58514545454.5455,71288181818.0909,3.07909090909091,11.3163636363636,2022-11-05 00:00:00
S&P 500 Aerospace & Defense Mean,276.241818181818,23.15,17.5636363636364,2.43818181818182,2.31636363636364,3.30454545454546,27.4372727272727,1.11090909090909,1.75545454545454,63.6872727272727,57.8572727272727,17.5690909090909,5.13727272727273,6.26090909090909,24.0127272727273,0.663636363636364,13.2290909090909,3866363636.36364,13.8136363636364,7.89727272727273,22.7363636363636,29228181818.1818,56446363636.1818,69321818181.8182,3.01909090909091,11.1845454545455,2022-10-28 00:00:00
S&P 500 Aerospace & Defense Mean,260.698181818182,21.6172727272727,16.3827272727273,2.28818181818182,2.16727272727273,3.07454545454546,16.6309090909091,1.11090909090909,1.77818181818182,64.6036363636364,57.8572727272727,17.4681818181818,5.22181818181818,6.26090909090909,26.1372727272727,0.660909090909091,13.2290909090909,4085363636.36364,14.1754545454545,8.27363636363636,22.8245454545455,29049090909.0909,52883636363.6364,65885454545.4545,2.88181818181818,5.49545454545455,2022-10-22 00:00:00
S&P 500 Aerospace & Defense Mean,251.78,22.0390909090909,15.7554545454545,2.28727272727273,2.10727272727273,3.10090909090909,16.4109090909091,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,25.9263636363636,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,52445454545.4545,65521818181.8182,2.88181818181818,5.92454545454545,2022-10-16 00:00:00
S&P 500 Aerospace & Defense Mean,251.718181818182,22.2527272727273,15.7672727272727,2.31636363636364,2.12545454545455,3.06727272727273,16.4218181818182,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,25.8281818181818,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,52093636363.6364,65170909090.9091,2.90727272727273,5.95,2022-10-08 00:00:00
S&P 500 Aerospace & Defense Mean,243.601818181818,21.27,15.0336363636364,2.21636363636364,1.51666666666667,2.93818181818182,1.84545454545455,1.11090909090909,0.359090909090909,16.5463636363636,57.8572727272727,5.99545454545455,1.42636363636364,6.26090909090909,27.0245454545454,0.18,13.2290909090909,1287181818.18182,2.7,1.46727272727273,4.18363636363636,12194545454.5455,50108181818.0909,63184545454.4545,2.81181818181818,5.71818181818182,2022-10-01 00:00:00
S&P 500 Aerospace & Defense Mean,258.109090909091,21.9245454545454,15.6781818181818,2.29363636363636,2.15909090909091,3.05363636363636,16.6045454545455,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,26.3481818181818,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,52208181818.0909,65282727272.7273,2.88636363636364,5.60363636363636,2022-09-24 00:00:00
S&P 500 Aerospace & Defense Mean,261.91,23.3590909090909,15.3627272727273,2.46,2.22363636363636,3.15,16.7381818181818,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,25.3672727272727,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,54218181818.1818,67292727272.7273,3.03818181818182,5.75727272727273,2022-09-16 00:00:00
S&P 500 Aerospace & Defense Mean,267.542727272727,23.0990909090909,15.2781818181818,2.42818181818182,2.28272727272727,3.13636363636364,17.0036363636364,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,25.5863636363636,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,54350000000,67427272727.2727,3.01636363636364,5.62545454545455,2022-09-09 00:00:00
S&P 500 Aerospace & Defense Mean,263.585454545455,23.3636363636364,11.96,2.47363636363636,2.25,3.16181818181818,16.7663636363636,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,25.4881818181818,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,55559090909.0909,68634545454.5455,3.06,5.28454545454546,2022-09-03 00:00:00
S&P 500 Aerospace & Defense Mean,278.824545454546,23.9281818181818,14.7472727272727,2.52363636363636,2.39363636363636,3.22,17.64,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,24.8790909090909,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,56294545454.4545,69371818181.8182,3.10727272727273,5.70636363636364,2022-08-27 00:00:00
S&P 500 Aerospace & Defense Mean,279.990909090909,24.9181818181818,15.2572727272727,2.63454545454546,2.41454545454545,3.30909090909091,17.7872727272727,1.11090909090909,1.77727272727273,65.1409090909091,57.8572727272727,17.29,5.05727272727273,6.26090909090909,24.0763636363636,0.66,13.2290909090909,3951727272.72727,13.9709090909091,8.11545454545455,22.8354545454545,28999090909.0909,58363636363.6364,71440909090.9091,3.21363636363636,5.72818181818182,2022-08-19 00:00:00
S&P 500 Aerospace & Defense Mean,273.863636363636,24.3527272727273,14.9209090909091,2.57727272727273,2.38090909090909,3.22454545454546,13.9763636363636,1.14272727272727,1.35090909090909,65.1409090909091,57.8045454545454,17.29,4.42363636363636,6.25545454545455,24.71,0.66,13.2290909090909,3958090909.09091,14.1090909090909,8.11545454545455,22.8354545454545,28999090909.0909,57023636363.6364,70100000000,3.16,5.55363636363636,2022-08-13 00:00:00
S&P 500 Aerospace & Defense Mean,272.441818181818,24.7654545454545,168.093636363636,2.58818181818182,2.36,3.23181818181818,17.5136363636364,1.14727272727273,1.81,64.8372727272727,57.8945454545455,17.29,5.02181818181818,6.25909090909091,24.5518181818182,0.659090909090909,13.2290909090909,3939000000,13.8618181818182,8.31,22.9954545454545,28982727272.7273,57074545454.5455,70135454545.4545,3.18181818181818,5.86818181818182,2022-08-06 00:00:00
S&P 500 Aerospace & Defense Mean,261.330909090909,23.7663636363636,167.288181818182,2.46636363636364,2.27454545454545,3.06,10.7754545454545,1.17181818181818,1.68636363636364,55.7672727272727,58.2181818181818,12.8018181818182,3.92727272727273,6.55909090909091,25.5181818181818,0.581818181818182,13.2290909090909,3132636363.63636,11.8281818181818,6.64454545454546,21.1618181818182,25795454545.4545,54539090909,67420000000,3.05454545454546,5.88272727272727,2022-07-29 00:00:00
S&P 500 Aerospace & Defense Mean,259.022727272727,22.9645454545455,31.4490909090909,2.35636363636364,2.24636363636364,3.12,16.44,1.17181818181818,1.85272727272727,66.1518181818182,58.2181818181818,17.1809090909091,4.63545454545454,6.55909090909091,25.9718181818182,0.653636363636364,13.2290909090909,3690181818.18182,12.9536363636364,7.98818181818182,23.1763636363636,28979090909,53023636363.5455,65790000000,2.96545454545454,4.42272727272727,2022-07-22 00:00:00
S&P 500 Aerospace & Defense Mean,248.398181818182,23.4945454545455,31.0463636363636,2.39727272727273,2.12181818181818,3.25727272727273,15.7836363636364,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,4.81272727272727,6.55909090909091,24.9745454545455,0.656363636363636,13.2290909090909,3829272727.27273,13.1427272727273,8.18090909090909,23.1454545454545,29122727272.6364,54579090909.0909,67346363636.3636,3,4.79818181818182,2022-07-16 00:00:00
S&P 500 Aerospace & Defense Mean,256.868181818182,23.6136363636364,31.1990909090909,2.41272727272727,2.18363636363636,3.30181818181818,16.4890909090909,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,5.00454545454545,6.55909090909091,24.7890909090909,0.656363636363636,13.2290909090909,3937454545.45455,13.5881818181818,8.18090909090909,23.1454545454545,29122727272.6364,55427272727.2727,68194545454.5455,3.01363636363636,4.84818181818182,2022-07-09 00:00:00
S&P 500 Aerospace & Defense Mean,256.948181818182,23.2763636363636,30.9263636363636,2.37363636363636,2.18454545454545,3.23090909090909,16.4718181818182,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,5.15909090909091,6.55909090909091,25.1381818181818,0.656363636363636,13.2290909090909,4060181818.18182,13.8763636363636,8.18090909090909,23.0509090909091,29122727272.6364,54258181818.1818,67024545454.5455,2.97818181818182,4.72363636363637,2022-07-02 00:00:00
S&P 500 Aerospace & Defense Mean,247.324545454546,22.8118181818182,30.3845454545454,2.13181818181818,2.11,3.18454545454545,15.8290909090909,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,5.15909090909091,6.55909090909091,25.7972727272727,0.656363636363636,13.2290909090909,4060181818.18182,13.8763636363636,8.18090909090909,23.0509090909091,29122727272.6364,53380909090.8182,66149090909.0909,2.93272727272727,4.57727272727273,2022-06-24 00:00:00
S&P 500 Aerospace & Defense Mean,242.431818181818,23.1072727272727,30.0109090909091,2.35818181818182,2.06636363636364,3.18,15.4863636363636,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,5.15909090909091,6.55909090909091,25.6372727272727,0.656363636363636,13.2290909090909,4060181818.18182,13.8763636363636,8.18090909090909,23.0509090909091,29122727272.6364,53137272727.2727,65904545454.5455,2.96363636363636,4.79909090909091,2022-06-18 00:00:00
S&P 500 Aerospace & Defense Mean,264.713636363636,23.3,18.7,2.36454545454545,2.30272727272727,3.21727272727273,17.3754545454545,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,5.15909090909091,6.55909090909091,25.2609090909091,0.656363636363636,13.2290909090909,4060181818.18182,13.8763636363636,8.18090909090909,23.0509090909091,29122727272.6364,52808181818.1818,65573636363.6364,2.96909090909091,6.27,2022-06-11 00:00:00
S&P 500 Aerospace & Defense Mean,268.807272727273,23.3,18.7,2.36454545454545,2.34454545454545,3.21727272727273,17.6236363636364,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,5.15909090909091,6.55909090909091,25.2609090909091,0.656363636363636,13.2290909090909,4060181818.18182,13.8763636363636,8.18090909090909,23.0509090909091,29122727272.6364,52808181818.1818,65573636363.6364,2.96909090909091,6.27,2022-06-04 00:00:00
S&P 500 Aerospace & Defense Mean,262.560909090909,20.3854545454546,16.9972727272727,2.17454545454545,2.26363636363636,3.04909090909091,17.1654545454545,1.17181818181818,1.85272727272727,67.4772727272727,58.2181818181818,19.3318181818182,5.15909090909091,6.55909090909091,20.3436363636364,0.656363636363636,13.2290909090909,4060181818.18182,13.8763636363636,8.18090909090909,23.0509090909091,29122727272.6364,40629090909.0909,50934545454.5455,2.74363636363636,4.91636363636364,2022-05-28 00:00:00
S&P 500 Aerospace & Defense Mean,251.882727272727,21.8763636363636,17.4790909090909,2.28181818181818,2.17272727272727,3.08363636363636,16.5263636363636,1.18090909090909,1.85272727272727,67.4772727272727,58.0372727272727,19.3318181818182,5.15909090909091,6.53818181818182,20.31,0.656363636363636,13.2290909090909,4060181818.18182,13.8763636363636,8.18090909090909,23.0509090909091,29122727272.6364,52335454545.3636,64961818181.8182,2.87909090909091,5.44090909090909,2022-05-21 00:00:00
S&P 500 Aerospace & Defense Mean,253.846363636364,23.7163636363636,19.3318181818182,2.42181818181818,2.18,3.26272727272727,13.3527272727273,1.19,1.85,67.7190909090909,58.0790909090909,19.2745454545455,5.08727272727273,6.52545454545455,25.1672727272727,0.651818181818182,13.2290909090909,4048454545.45455,13.7836363636364,7.99090909090909,23.2836363636364,29071818181.7273,53844545454.5455,66548181818.1818,3.01090909090909,6.35818181818182,2022-05-13 00:00:00
S&P 500 Aerospace & Defense Mean,270.709090909091,25.1536363636364,20.4163636363636,2.59090909090909,0,3.36181818181818,13.8981818181818,1.20545454545454,1.85,67.7190909090909,58.4836363636364,19.2745454545455,5.08727272727273,6.51909090909091,21.7772727272727,0.651818181818182,13.2290909090909,4048454545.45455,13.7836363636364,7.99090909090909,23.2836363636364,29071818181.7273,55053636363.6364,60290909090.8182,3.16545454545455,4.52909090909091,2022-05-07 00:00:00
S&P 500 Aerospace & Defense Mean,274.206363636364,25.2281818181818,19.0509090909091,2.49545454545455,0,3.08545454545455,15.9972727272727,1.21090909090909,1.85909090909091,69.1445454545455,58.2054545454545,19.8745454545455,5.10909090909091,6.56636363636364,20.96,0.651818181818182,13.2290909090909,4184636363.63636,13.9145454545455,8.17727272727273,23.5454545454546,29275454545.4545,51657272727.2727,62745454545.4545,3.03636363636364,5.12545454545455,2022-04-30 00:00:00
S&P 500 Aerospace & Defense Mean,281.292727272727,28.7190909090909,22.0327272727273,2.78090909090909,0,3.45272727272727,15.9490909090909,1.22181818181818,1.85909090909091,69.1445454545455,58.3045454545454,19.8745454545455,5.10909090909091,6.20090909090909,22.9136363636364,0.651818181818182,13.2290909090909,4184636363.63636,13.9145454545455,8.17727272727273,23.5454545454546,29275454545.4545,61097272727.2727,73217272727.2727,3.36909090909091,-50.7427272727273,2022-04-23 00:00:00
S&P 500 Aerospace & Defense Mean,287.976363636364,28.38,21.3772727272727,2.75454545454545,0,3.41636363636364,16.2474096209029,1.27181818181818,1.85909090909091,69.1445454545455,-33.6801975067383,19.8745454545455,5.10909090909091,8.23783324169055,22.8301153497358,0.655454545454546,13.2509090909091,4184636363.63636,13.9145454545455,8.17727272727273,23.5467651956617,29275454545.4545,60081818181.8182,72046363636.3636,3.34,-49.1845454545454,2022-04-17 00:00:00
S&P 500 Aerospace & Defense Mean,284.641818181818,26.1163636363636,20.1563636363636,2.53454545454546,0,3.14090909090909,16.2734835926733,1.27181818181818,1.87181818181818,69.0545454545455,-33.6801975067383,19.7236363636364,5.11545454545455,8.26287810959398,23.2914348135733,0.656363636363636,13.2509090909091,4191909090.90909,13.9209090909091,8.01545454545455,23.4797152156229,29303636363.6364,55883636363.6364,67224545454.5455,3.09636363636364,-54.6954545454546,2022-04-09 00:00:00
S&P 500 Aerospace & Defense Mean,285.518181818182,28.8690909090909,22.0754545454546,2.81363636363636,0,3.36545454545455,16.1214273016001,1.27181818181818,1.85909090909091,69.1445454545455,-33.6801975067383,19.8745454545455,5.10909090909091,7.95919594498752,23.2703638919897,0.650909090909091,13.2509090909091,4184636363.63636,13.9145454545455,8.17727272727273,23.5467651956617,29275454545.4545,60536363636.3636,72502727272.7273,3.39272727272727,-53.8809090909091,2022-04-03 00:00:00
S&P 500 Aerospace & Defense Mean,288.247272727273,28.5809090909091,21.7827272727273,2.77181818181818,0,3.37363636363636,16.3991989281913,1.27181818181818,1.85909090909091,69.1445454545455,-33.6801975067383,19.8745454545455,5.10909090909091,8.23783324169055,22.8753784356378,0.655454545454546,13.2509090909091,4184636363.63636,13.9145454545455,8.17727272727273,23.5467651956617,29275454545.4545,60212727272.7273,72179090909.0909,3.35272727272727,-51.9745454545455,2022-03-28 00:00:00
S&P 500 Aerospace & Defense Mean,274.951818181818,27.1390909090909,20.7990909090909,2.63727272727273,0,3.26363636363636,15.4693969910193,1.27181818181818,1.85909090909091,69.1445454545455,-33.6801975067383,19.8745454545455,5.10909090909091,8.23783324169055,24.0985984587827,0.655454545454546,13.2509090909091,4184636363.63636,13.9145454545455,8.17727272727273,23.5467651956617,29275454545.4545,57904545454.5455,69870909090.9091,3.22090909090909,-49.4181818181818,2022-03-19 00:00:00
